MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
8,7,6,3,5,5,4,9,7,5,5,6,5,8,7,7,6,2,3,6,0.68
4,6,6,4,4,12,6,8,6,2,5,7,5,6,6,7,4,5,6,12,0.6573
14,2,4,6,3,1,6,6,8,12,5,9,9,4,8,5,5,5,8,2,0.7259
1,6,6,7,11,4,5,4,5,4,7,5,7,5,8,3,6,8,6,7,0.6751
5,7,7,6,7,4,7,10,11,6,6,5,5,7,4,4,4,5,4,3,0.6869
2,4,11,4,9,5,5,6,3,9,8,5,8,6,9,4,6,4,6,8,0.6605
7,6,7,5,4,5,6,8,5,4,9,9,4,6,4,5,2,3,7,6,0.6296
3,8,6,5,2,8,6,7,6,3,6,4,8,2,4,9,9,6,7,6,0.627
3,4,7,8,9,4,5,6,4,4,13,7,7,5,8,5,12,7,6,3,0.7177
4,5,3,7,9,3,5,4,11,7,6,3,8,7,4,4,6,5,5,4,0.6948
4,8,5,9,3,2,4,10,10,6,7,8,6,6,6,4,13,4,8,6,0.7163
4,11,4,5,6,9,6,6,7,4,9,5,7,7,7,5,3,6,6,7,0.6751
4,6,2,7,7,6,8,7,3,4,5,7,5,3,5,7,4,7,5,11,0.6245
7,11,6,6,4,9,4,7,4,9,7,4,11,7,4,2,5,8,5,4,0.7128
9,6,3,8,4,10,5,3,5,7,7,8,3,9,6,5,6,5,8,7,0.7202
8,3,4,5,4,3,3,1,7,3,8,9,5,2,5,7,2,9,4,11,0.6153
3,10,10,6,8,8,10,10,7,7,11,6,5,8,4,5,4,5,3,6,0.7599
7,12,11,2,1,5,6,7,7,4,2,9,6,9,3,4,5,7,6,6,0.6397
4,7,9,9,8,5,3,10,7,5,5,5,6,4,4,6,5,4,4,7,0.6639
8,5,7,2,5,6,7,6,4,5,8,5,7,4,9,7,9,8,9,6,0.686
3,5,5,8,6,11,3,4,5,8,6,5,6,7,4,8,4,5,8,6,0.6715
8,8,4,5,4,4,2,7,4,3,6,5,3,7,5,5,8,7,4,8,0.6594
6,5,4,8,5,6,7,11,4,3,5,4,5,7,4,7,3,9,5,8,0.6716
1,5,5,5,7,7,4,8,5,7,6,8,5,5,7,6,8,5,5,5,0.6065
9,4,4,7,7,7,11,6,10,7,5,10,9,6,6,3,4,2,6,3,0.6634
9,8,5,2,6,6,8,1,8,7,5,5,9,6,4,3,9,6,9,2,0.692
3,2,6,3,5,4,5,6,3,7,3,3,5,8,1,7,6,9,7,8,0.5651
6,7,4,4,6,9,4,7,8,4,3,2,9,9,7,4,6,6,8,8,0.7189
7,8,10,2,5,5,6,4,9,4,6,5,9,12,8,6,6,7,5,5,0.7217
10,7,7,5,6,9,5,7,5,9,6,4,5,6,5,2,7,6,6,4,0.7206
3,7,9,7,5,9,5,5,8,6,5,5,5,8,8,7,1,3,7,4,0.6605
6,4,5,10,3,7,6,9,5,5,4,8,3,6,8,3,9,4,4,6,0.6754
11,7,9,7,6,6,8,8,5,8,7,11,8,4,7,9,11,5,6,7,0.8163
4,6,6,11,5,3,4,4,7,3,6,6,4,4,7,5,7,8,3,7,0.6019
4,3,4,3,3,8,4,8,5,5,9,7,2,9,6,3,5,3,1,3,0.5367
4,8,2,9,6,6,7,7,7,6,6,6,8,3,4,5,6,7,9,8,0.673
10,4,8,4,5,9,7,7,10,1,4,10,4,9,5,6,5,5,4,2,0.6748
3,11,4,9,6,5,8,2,3,6,4,6,3,2,8,8,7,5,6,6,0.6312
10,6,5,8,11,6,6,7,7,4,10,5,6,4,9,5,5,9,6,2,0.7879
5,11,7,5,7,2,8,5,5,6,4,5,6,5,5,7,3,5,4,6,0.6417
7,4,6,3,7,8,3,3,7,6,9,3,6,8,8,0,6,4,7,8,0.6522
4,9,8,3,7,5,5,10,6,6,2,10,6,5,7,6,6,8,4,6,0.6856
7,4,9,5,8,9,9,3,7,7,4,6,8,10,6,8,8,4,7,7,0.7627
7,6,3,6,3,8,10,8,5,6,9,6,3,7,2,10,3,5,8,5,0.6551
4,2,6,11,10,7,8,6,9,3,3,6,4,3,5,6,3,3,4,5,0.6489
8,6,3,4,3,8,9,5,4,3,9,6,4,9,4,9,7,6,4,6,0.6353
5,6,10,7,6,6,5,6,1,6,8,5,5,12,7,7,6,6,6,4,0.7291
5,3,9,6,6,4,3,7,4,6,7,6,3,9,5,7,3,10,4,5,0.652
6,5,6,6,3,5,4,5,4,6,4,5,5,6,5,5,6,7,3,8,0.6302
4,10,5,4,5,7,5,5,1,7,4,7,10,12,7,9,7,5,4,4,0.6746
5,10,7,7,5,3,7,6,4,2,5,5,6,1,3,3,5,5,4,5,0.5776
7,9,6,4,13,9,4,2,4,10,7,7,1,9,11,6,3,4,4,9,0.7588
4,8,6,3,1,5,2,3,7,5,7,6,4,6,5,8,6,6,2,4,0.549
2,7,9,7,5,6,5,9,4,5,5,6,5,4,8,6,8,5,3,7,0.6368
4,1,8,9,3,5,7,4,7,5,5,7,9,7,5,7,6,8,6,2,0.6369
6,5,4,7,6,3,4,2,10,4,8,6,5,3,5,4,7,9,8,4,0.642
3,4,10,9,9,1,6,6,4,6,7,2,6,4,9,11,6,6,7,4,0.6976
9,5,4,10,5,9,7,6,5,2,5,9,6,4,8,4,5,6,5,7,0.701
6,8,4,10,7,4,12,6,4,5,5,5,6,2,7,6,4,6,3,4,0.642
10,8,2,3,8,10,8,7,5,9,6,7,10,8,5,12,9,3,7,8,0.8056
8,7,7,5,7,9,9,4,3,2,2,5,5,3,8,5,8,10,11,4,0.7119
4,8,5,4,4,7,10,13,8,6,2,12,4,4,6,5,7,5,7,5,0.6622
6,6,5,4,5,5,8,4,8,6,7,2,7,11,8,7,6,6,3,6,0.6902
5,4,3,2,3,8,3,3,8,7,8,3,4,6,8,5,11,5,6,5,0.6162
5,8,6,2,8,12,3,6,2,8,5,2,10,4,3,3,4,6,6,7,0.6745
3,11,3,2,7,6,3,6,4,3,8,4,5,3,6,5,8,6,5,9,0.5994
4,8,7,8,4,4,10,8,7,9,4,4,6,1,5,7,5,4,4,8,0.6494
7,10,8,6,10,6,6,6,7,2,1,6,2,7,7,3,5,8,3,5,0.6976
3,5,4,10,3,3,8,8,4,11,7,4,6,6,4,2,11,7,4,6,0.659
7,5,6,5,7,8,3,5,3,5,5,3,13,7,7,3,10,8,5,5,0.7278
3,7,6,10,4,6,3,7,5,6,3,2,8,5,8,10,4,4,9,6,0.6545
7,6,6,1,2,2,3,9,8,13,6,6,9,6,5,4,6,7,5,3,0.6453
5,8,7,8,7,5,9,10,3,2,6,6,5,4,8,9,3,5,10,3,0.6823
7,3,8,4,2,8,8,7,8,7,7,2,6,10,6,6,7,2,6,10,0.6631
6,5,5,4,9,7,5,8,5,4,5,5,4,4,6,9,8,5,7,5,0.6775
5,6,6,7,6,10,2,6,8,5,10,4,3,10,6,3,3,7,6,2,0.7079
7,5,3,5,5,5,5,3,3,6,7,3,9,4,8,3,7,4,2,4,0.5918
6,5,6,5,4,5,1,5,4,5,12,4,7,4,6,8,3,3,6,5,0.6184
8,1,5,2,7,9,6,6,4,9,6,6,5,12,3,4,7,6,4,7,0.6971
4,7,6,6,7,5,7,8,3,8,7,4,4,6,6,9,2,4,7,6,0.6461
5,2,5,5,6,6,8,10,4,9,3,6,4,10,5,3,7,5,7,5,0.6593
5,2,6,4,10,3,2,6,8,2,10,8,3,5,4,6,6,8,5,8,0.6685
6,5,5,7,3,7,4,10,9,6,6,8,6,6,7,7,3,5,7,6,0.6915
6,4,6,5,9,11,10,4,9,10,6,4,6,8,3,10,9,6,7,3,0.7411
4,4,9,9,5,10,8,2,4,7,5,6,6,7,5,3,4,2,3,5,0.6379
5,8,3,4,3,7,4,4,5,5,3,10,1,10,9,3,5,6,3,6,0.5723
7,7,11,6,3,6,7,6,4,4,4,4,5,6,6,7,6,8,4,10,0.6951
7,3,8,3,6,7,7,2,5,6,6,8,4,8,4,3,7,6,10,8,0.6618
2,5,6,11,13,6,5,2,7,7,8,6,7,2,6,7,15,4,8,9,0.7609
3,2,6,11,6,5,6,2,7,6,6,3,3,5,5,11,7,4,8,9,0.6695
6,7,8,5,6,7,13,7,7,5,9,4,8,4,6,3,5,4,8,5,0.6766
8,4,5,4,6,4,8,8,8,8,14,6,8,5,6,7,10,3,7,7,0.7669
5,4,5,5,4,4,8,3,8,4,5,6,9,2,6,4,8,6,2,5,0.5711
5,2,6,4,5,6,3,4,4,9,5,5,6,5,8,4,6,9,9,6,0.631
15,7,8,6,5,3,10,5,5,4,5,4,5,6,5,9,7,4,10,7,0.775
5,5,8,6,5,6,4,6,7,5,5,5,5,5,3,1,7,5,7,5,0.6007
5,3,5,2,12,4,0,5,4,4,7,6,7,7,5,6,4,4,0,8,0.6144
3,8,5,4,7,8,3,8,5,6,4,6,10,6,8,5,7,6,6,6,0.6536
5,4,7,5,8,3,5,6,1,8,8,6,6,3,5,12,6,9,6,6,0.6985
4,4,6,9,3,10,6,5,5,3,5,8,4,7,5,8,9,4,6,4,0.6391
9,7,8,4,4,5,6,3,5,5,6,7,4,4,12,3,7,5,1,3,0.6449
3,11,4,4,3,5,2,5,6,4,6,5,6,5,5,3,5,7,4,9,0.5625
8,6,8,8,4,6,8,3,7,9,3,7,3,3,7,5,3,6,5,8,0.6511
2,6,5,7,7,6,6,7,8,5,6,4,7,6,5,7,8,7,5,6,0.646
5,7,9,4,4,9,3,8,7,5,7,7,6,7,6,5,6,5,8,5,0.6739
5,6,2,3,7,7,1,7,4,4,4,10,0,4,7,6,8,7,6,2,0.6078
8,5,8,5,9,2,5,1,5,1,3,12,5,5,6,7,8,9,11,4,0.6781
4,2,3,6,4,8,3,7,7,5,6,6,6,8,6,6,4,2,4,7,0.6088
6,7,7,6,6,3,5,8,7,8,3,8,2,6,2,8,7,9,10,8,0.6888
6,7,4,6,2,11,5,4,5,3,6,8,11,2,9,3,5,6,3,9,0.6283
8,7,8,10,11,10,12,2,7,3,6,3,6,6,11,4,6,7,5,8,0.8175
7,2,5,8,5,5,6,7,4,4,7,7,10,8,6,1,2,7,5,3,0.6286
3,8,7,3,5,6,1,7,3,11,4,4,7,11,4,2,4,7,9,1,0.6044
3,7,3,6,3,5,6,2,3,5,3,7,9,6,3,5,8,3,7,8,0.5566
4,6,4,10,9,6,6,6,5,6,4,5,11,3,4,6,2,8,11,6,0.7004
8,7,8,8,8,5,8,5,9,12,7,5,9,5,4,8,4,7,9,3,0.7901
10,3,7,3,5,8,7,6,8,6,5,4,5,1,0,3,8,8,6,5,0.6397
5,7,5,3,10,4,3,4,6,7,5,13,7,4,3,5,7,10,9,3,0.6406
3,9,7,4,8,5,5,9,9,3,5,6,5,8,9,8,10,6,9,5,0.7371
6,8,10,3,10,9,5,6,10,8,5,7,14,5,5,6,10,4,8,9,0.8134
5,6,6,5,9,8,8,7,7,9,2,6,6,8,2,8,5,3,5,8,0.7151
7,9,5,9,2,5,6,9,5,8,6,6,6,3,10,5,5,11,9,8,0.7195
4,2,3,5,7,4,5,7,5,6,7,6,3,6,6,4,6,3,8,8,0.6011
9,5,10,7,2,5,6,10,1,2,5,3,10,4,4,7,7,4,4,8,0.6262
7,4,1,3,4,4,8,4,7,5,3,6,8,4,6,5,4,8,5,7,0.5982
7,11,9,10,5,7,5,5,8,6,7,4,6,9,10,5,8,3,2,7,0.7717
5,7,5,3,6,4,9,7,7,8,6,3,8,7,7,3,6,3,5,6,0.6027
6,8,5,5,3,6,4,3,3,4,9,6,6,7,6,6,4,5,7,6,0.6008
4,3,5,6,9,3,5,5,8,3,3,3,5,7,5,7,11,6,5,3,0.6242
12,5,11,4,7,4,6,4,6,9,7,5,7,9,3,5,4,7,11,5,0.7994
11,7,4,7,4,6,5,6,3,7,6,4,8,8,8,5,7,9,7,7,0.7752
6,5,9,3,2,8,4,6,6,6,4,8,8,2,2,6,9,2,6,8,0.6039
7,8,5,6,8,3,9,4,10,7,6,4,7,5,3,6,4,3,5,5,0.6639
8,3,5,4,4,3,6,6,9,5,7,4,7,7,4,5,5,7,2,8,0.639
6,4,5,12,11,6,4,7,9,8,7,3,4,10,2,4,6,7,4,4,0.7868
11,5,5,6,7,11,4,7,4,6,5,2,6,7,6,7,7,6,6,8,0.7856
4,4,8,3,5,8,4,5,4,5,4,5,5,9,4,5,4,5,4,3,0.5728
2,4,8,7,8,3,3,4,3,5,8,6,6,3,4,3,4,5,7,4,0.5664
5,5,7,8,2,4,6,5,10,7,10,9,8,8,4,6,11,3,0,6,0.6953
7,6,6,6,2,11,8,6,3,9,6,8,6,6,2,9,7,5,8,4,0.6712
2,7,4,2,7,7,6,6,4,5,5,4,7,3,6,5,5,6,6,7,0.5641
7,8,7,11,10,6,5,7,5,4,9,3,2,4,5,10,6,3,5,6,0.7764
9,5,4,12,6,2,8,6,5,3,6,5,6,6,4,0,10,0,6,3,0.6253
7,7,7,6,5,3,9,6,4,3,3,10,3,6,8,5,8,6,8,4,0.6623
6,3,6,6,4,9,4,7,8,6,8,12,4,3,3,4,3,7,9,6,0.6687
6,4,10,6,9,3,6,6,5,1,7,5,6,2,4,6,9,7,8,10,0.6941
10,7,4,5,10,6,8,6,8,2,7,6,7,8,8,6,3,2,4,5,0.7236
5,5,9,5,8,4,4,6,4,8,8,9,6,5,5,4,6,8,8,2,0.7015
3,5,4,8,5,9,8,6,2,8,4,6,4,6,6,1,5,7,2,5,0.588
9,6,2,4,6,6,9,5,8,7,5,7,3,8,9,6,0,7,10,5,0.664
4,2,5,4,7,8,5,7,6,4,4,7,3,5,6,7,6,8,7,3,0.6262
5,9,3,3,3,5,3,6,6,4,9,10,5,5,8,5,8,12,2,2,0.6051
5,6,6,7,3,6,7,1,5,3,7,3,3,10,4,6,6,7,6,6,0.6231
4,1,7,8,4,5,7,4,8,6,6,5,9,5,4,5,4,3,8,3,0.5703
4,7,6,4,5,7,8,6,5,8,2,4,7,4,11,8,8,8,6,4,0.6566
8,2,5,2,5,5,5,10,1,9,6,11,3,5,7,4,4,8,5,8,0.638
2,10,6,3,5,6,7,4,6,4,1,6,2,8,6,3,7,3,9,5,0.5599
9,6,6,5,7,1,7,6,7,4,7,7,6,5,6,3,4,6,5,4,0.6596
11,7,4,9,4,12,7,4,5,8,7,4,4,4,8,8,5,7,6,4,0.7333
7,6,8,4,7,7,5,5,11,4,6,5,4,4,4,6,5,5,9,5,0.694
4,4,7,4,3,5,5,6,2,5,10,4,5,8,4,4,7,3,3,8,0.5677
5,4,2,4,5,6,6,2,5,2,8,6,10,6,5,2,8,6,8,6,0.5854
9,6,4,1,8,8,10,4,6,6,10,10,7,10,10,6,3,6,3,1,0.7167
6,5,5,8,3,5,2,5,5,7,9,4,8,4,9,3,6,4,6,5,0.6309
8,7,2,5,7,6,11,5,10,9,1,6,8,5,6,7,6,3,6,6,0.7148
6,5,3,5,7,7,10,11,5,3,7,5,2,7,7,4,5,7,5,4,0.6698
9,7,6,6,7,6,4,5,6,6,6,7,5,9,8,8,6,6,10,5,0.7969
5,3,4,7,2,9,3,3,2,7,5,5,5,7,6,5,11,4,9,7,0.6194
5,6,11,6,7,14,6,4,2,5,3,5,6,3,5,7,4,8,8,7,0.6929
7,6,6,4,4,4,8,8,6,4,5,8,6,13,0,8,5,6,7,5,0.6738
6,7,7,5,7,6,3,5,5,3,11,4,6,8,2,6,3,6,3,7,0.6639
3,8,8,8,8,5,4,3,3,3,5,6,6,5,9,6,6,7,4,6,0.6075
7,12,6,5,6,8,3,4,4,4,14,4,13,6,1,4,7,5,7,2,0.7097
8,9,6,8,4,2,6,2,5,7,7,6,7,7,4,4,4,11,5,6,0.7032
2,10,6,8,5,4,5,9,10,11,7,6,6,8,2,7,6,8,7,5,0.7338
3,5,4,5,8,2,3,6,4,9,10,8,5,6,12,7,5,9,4,3,0.6375
4,10,5,4,10,6,10,7,7,9,1,8,7,7,3,11,9,9,7,5,0.7352
5,8,5,10,8,5,6,6,6,9,6,6,1,4,8,8,7,7,1,5,0.6916
4,7,5,3,7,9,3,9,7,7,5,5,4,9,7,5,9,6,5,4,0.6643
8,4,11,11,5,9,10,10,5,3,1,5,4,6,7,2,6,4,4,7,0.6833
9,11,5,7,10,7,9,3,4,7,6,2,1,6,6,5,4,6,4,4,0.6678
6,3,5,9,5,5,7,9,6,8,11,8,6,7,5,4,4,6,3,5,0.6927
2,3,5,7,5,6,7,8,3,2,4,5,6,4,7,6,4,4,9,3,0.5282
4,8,7,7,6,9,5,4,6,7,4,4,5,5,8,9,11,7,5,4,0.6858
5,10,5,10,9,8,5,5,4,11,4,8,8,8,3,4,1,6,3,5,0.6975
5,7,6,4,5,5,9,5,5,7,6,3,5,5,7,8,4,6,4,4,0.605
8,6,5,5,5,7,6,6,4,5,5,9,7,5,7,5,9,4,6,4,0.6508
3,9,5,4,5,2,5,6,6,7,6,7,5,6,10,6,6,8,7,6,0.6533
11,8,10,6,7,5,3,5,3,8,6,5,3,6,4,7,3,2,11,10,0.7735
8,9,3,3,0,3,7,6,2,6,5,6,8,6,7,3,4,8,4,7,0.6071
6,7,5,8,3,11,8,5,3,4,8,5,7,5,8,6,3,8,7,8,0.7121
3,7,9,4,7,4,6,3,6,10,5,3,7,6,3,10,5,3,8,6,0.64
3,8,3,6,6,5,7,6,6,4,3,2,7,0,7,9,8,2,5,4,0.549
7,6,5,7,2,9,5,6,4,7,5,7,3,5,6,9,10,8,4,3,0.6801
6,8,1,6,8,11,7,8,7,6,8,9,7,9,4,10,6,3,7,3,0.7346
5,7,2,7,4,5,5,3,9,5,4,3,5,7,4,5,5,5,8,4,0.5903
7,2,6,6,2,5,6,6,5,7,7,6,3,4,7,12,6,7,6,5,0.6359
6,10,3,6,2,9,7,4,6,4,5,10,7,5,5,12,7,2,10,4,0.6639
5,4,8,4,5,1,2,5,4,7,8,5,5,6,5,4,5,4,6,3,0.6032
9,9,4,5,6,2,9,3,6,11,5,3,8,4,11,6,9,7,5,12,0.7742
5,4,7,7,4,1,9,5,10,4,4,4,5,10,5,10,4,9,7,3,0.6661
4,9,5,7,13,7,4,3,6,1,5,1,1,3,5,9,7,6,8,5,0.7002
4,10,10,5,8,8,7,6,5,8,11,13,7,9,6,9,10,6,7,4,0.7874
9,5,7,6,3,5,2,4,5,5,10,8,9,3,7,4,6,6,9,9,0.7062
7,7,5,10,5,4,7,3,5,6,8,7,10,5,10,6,6,2,6,5,0.7272
8,6,5,5,8,6,6,5,1,7,6,7,5,2,6,7,2,3,8,1,0.6088
3,3,5,6,6,6,3,4,9,7,5,6,2,2,6,6,1,3,2,4,0.511
3,4,13,5,6,4,7,7,4,7,6,5,7,5,6,7,9,5,8,5,0.683
4,10,5,4,6,4,5,5,5,3,7,11,5,8,6,8,7,6,5,8,0.6736
9,5,5,6,7,5,10,6,4,5,9,8,6,4,6,5,6,8,2,11,0.7167
6,2,2,8,2,5,8,8,3,7,4,4,8,6,3,3,4,12,12,6,0.6755
3,6,8,3,6,3,4,6,4,5,7,6,3,3,5,8,6,9,5,5,0.6077
4,5,8,3,3,7,7,3,5,3,6,5,3,2,4,8,11,7,6,6,0.5707
7,3,6,5,7,6,10,4,8,5,9,6,8,2,6,1,9,5,7,7,0.6711
7,10,6,11,3,5,4,6,3,9,9,5,4,4,11,7,8,4,4,7,0.7065
6,4,4,8,5,7,6,5,7,3,6,5,2,4,4,9,8,7,5,6,0.632
6,9,6,11,3,8,11,8,1,11,5,7,5,2,8,6,2,4,1,8,0.6194
5,5,3,4,9,4,6,5,5,5,5,5,9,4,8,3,8,6,5,8,0.644
4,9,7,8,5,12,10,9,6,3,3,9,6,5,10,7,3,4,7,5,0.6856
4,9,8,8,6,6,3,5,6,6,1,7,7,7,4,5,10,3,8,4,0.6431
5,4,8,10,3,8,9,5,3,6,3,6,5,8,10,6,8,8,4,5,0.6823
6,8,6,9,1,4,4,3,6,7,4,11,8,9,7,7,5,6,7,6,0.7267
6,2,5,4,11,9,8,7,5,8,6,8,5,8,4,15,7,3,3,5,0.7213
5,2,2,5,6,8,4,4,5,7,1,4,0,4,8,6,9,7,4,8,0.5887
3,3,7,6,3,10,6,7,5,7,7,11,5,7,8,5,6,6,7,5,0.6819
8,5,4,7,2,6,11,5,2,6,3,4,5,3,7,7,11,10,4,5,0.6273
5,8,3,6,9,6,7,6,6,4,5,5,8,1,3,7,6,3,4,9,0.6405
4,7,6,6,7,6,10,4,6,7,4,6,6,7,7,5,6,8,1,5,0.6575
7,5,9,4,4,1,2,8,8,5,5,5,9,5,5,2,7,8,5,7,0.6466
7,7,8,4,7,6,6,11,5,8,10,6,5,4,5,3,3,7,9,5,0.7266
8,5,7,7,7,4,3,3,1,6,6,5,5,2,8,7,7,10,3,9,0.6972
2,9,5,8,8,10,8,6,5,6,7,5,8,7,4,9,5,7,8,7,0.7421
6,9,4,9,6,6,7,4,8,6,5,6,4,8,3,9,6,9,6,5,0.7277
4,6,11,4,3,2,2,12,7,4,4,2,7,5,8,5,2,6,5,7,0.6054
6,5,4,7,2,3,5,7,10,9,3,5,6,10,6,11,6,5,2,15,0.733
4,11,7,6,7,5,9,7,5,3,9,10,11,7,6,8,10,7,6,5,0.7554
9,4,9,6,1,3,4,6,8,11,5,6,5,6,6,1,4,2,4,3,0.6356
2,6,7,3,0,9,9,6,8,3,8,2,6,12,8,5,6,7,5,6,0.6203
4,4,3,5,7,7,10,7,9,3,8,2,1,10,3,3,3,6,7,3,0.6215
3,4,7,5,6,8,6,5,8,6,6,4,9,5,9,9,9,3,12,9,0.7257
7,8,4,5,6,1,5,7,3,2,8,5,5,7,7,11,9,9,7,8,0.719
6,5,7,9,9,4,13,5,6,4,7,10,3,3,6,6,11,8,7,7,0.6914
11,5,6,7,4,7,4,10,9,6,6,8,6,7,5,7,7,3,4,5,0.7905
7,9,9,4,5,7,8,6,6,6,4,4,6,6,5,4,9,11,6,5,0.704
9,7,8,5,4,7,2,5,8,7,5,6,4,7,6,5,10,9,7,2,0.755
5,5,8,8,1,3,3,10,9,3,2,6,5,3,5,3,3,7,2,7,0.5677
1,9,7,5,10,4,4,8,2,5,4,4,7,9,8,2,6,10,5,7,0.682
3,7,5,4,7,7,3,10,6,5,4,3,4,7,5,10,6,7,8,3,0.6496
10,10,4,8,6,7,11,2,8,5,7,8,4,7,7,6,8,6,6,3,0.7413
10,3,5,14,4,7,5,4,4,5,4,6,6,5,4,10,5,5,7,8,0.7591
8,7,8,3,4,4,6,7,4,7,3,7,4,7,2,4,6,6,11,10,0.6735
7,6,6,5,5,5,5,4,5,2,4,7,7,7,4,7,6,5,4,3,0.6134
7,1,3,7,8,7,11,8,8,10,7,8,7,5,5,7,9,7,9,4,0.7387
2,8,3,7,7,3,4,5,7,5,5,8,6,8,2,5,10,5,7,5,0.672
7,3,5,6,6,3,8,3,2,7,5,3,7,2,8,4,3,6,6,6,0.5949
8,3,3,9,7,4,6,4,3,7,13,8,4,1,6,7,11,5,6,3,0.6863
6,4,9,7,10,4,7,6,6,8,6,6,6,4,6,2,7,3,8,5,0.7003
7,9,6,9,5,7,7,7,10,8,4,5,6,6,3,4,4,1,4,8,0.7265
6,11,4,1,11,5,7,7,6,10,3,3,4,4,12,5,8,9,6,4,0.7242
6,2,1,5,4,8,6,7,5,4,4,16,4,4,5,8,2,9,10,5,0.5903
4,4,9,6,2,6,10,6,4,9,7,10,7,6,3,4,8,7,7,5,0.6174
6,5,3,8,4,3,3,7,2,4,4,9,5,4,6,2,4,6,5,7,0.5776
6,11,7,2,7,8,9,10,10,5,10,5,10,10,7,7,6,7,4,3,0.7655
9,3,7,7,5,6,6,6,3,12,2,5,5,7,2,8,7,9,5,4,0.6903
4,7,11,4,6,4,9,6,4,9,5,6,6,8,1,6,5,6,7,6,0.6396
6,6,3,4,8,5,4,4,4,5,6,4,6,9,4,10,7,6,4,5,0.661
3,2,12,6,6,3,1,5,7,6,5,4,4,6,2,4,4,6,5,13,0.597
7,3,3,10,8,9,6,9,7,6,5,8,3,8,5,4,5,6,2,6,0.7274
2,5,6,3,10,4,5,8,7,5,4,4,4,5,7,5,2,4,2,6,0.5946
8,3,9,3,7,7,11,7,6,5,6,8,7,4,2,6,3,3,6,9,0.6573
8,7,7,5,6,4,5,9,7,1,2,6,11,5,4,7,2,6,7,10,0.7143
1,1,10,7,5,6,5,3,12,6,5,11,9,5,3,7,6,2,1,8,0.6001
7,10,6,7,6,5,6,12,10,4,8,7,5,5,6,3,7,2,4,11,0.7424
3,5,9,8,6,7,5,5,7,5,3,9,7,8,11,9,9,3,7,10,0.7235
5,7,10,9,11,5,4,9,7,5,8,5,5,7,3,7,6,10,8,10,0.8362
7,4,3,5,4,3,3,5,4,7,8,7,6,3,8,3,5,5,10,9,0.6223
8,3,4,5,10,6,8,6,9,5,8,3,2,7,5,2,6,5,2,4,0.6395
6,4,3,8,5,4,1,5,4,5,2,4,7,8,3,3,5,4,7,5,0.6094
3,2,8,7,2,6,7,5,5,3,12,6,3,7,3,5,4,6,0,11,0.6055
7,3,7,6,6,3,5,3,4,5,2,6,4,7,4,5,3,5,4,2,0.556
7,6,4,3,5,7,6,7,4,6,3,6,5,4,9,6,3,7,4,3,0.5836
5,4,7,4,7,8,3,3,6,6,5,5,4,10,10,4,10,5,3,6,0.6966
9,8,3,2,5,4,4,4,5,8,7,7,5,3,1,5,9,1,3,6,0.612
4,1,7,6,5,6,5,5,8,7,4,5,9,4,4,4,5,8,9,7,0.6119
8,7,7,4,5,4,4,7,8,5,6,6,8,2,5,8,10,5,11,8,0.7655
1,6,10,5,6,7,6,4,7,6,2,6,6,8,10,5,9,6,6,12,0.691
3,5,11,3,11,12,7,3,8,7,4,5,4,11,7,6,4,3,4,8,0.7144
2,2,3,3,4,6,5,7,5,6,3,9,6,8,4,5,7,4,4,7,0.5262
4,3,5,4,7,3,7,5,7,5,5,8,8,6,5,4,11,6,7,9,0.6516
5,11,8,5,3,7,11,6,4,6,4,4,5,4,11,6,5,7,3,7,0.6496
9,12,11,3,10,7,5,7,6,6,4,8,5,5,2,3,7,8,4,5,0.7539
8,8,8,12,5,3,4,5,8,4,7,3,6,8,9,8,4,5,4,9,0.7704
1,7,5,6,6,7,3,6,6,3,7,2,5,4,8,5,5,7,6,5,0.5541
10,7,5,7,6,6,4,5,11,5,4,7,7,3,5,8,9,6,5,5,0.7237
4,5,5,7,9,6,3,6,5,9,4,9,4,9,6,7,4,6,6,5,0.6925
5,6,6,6,5,5,8,8,4,6,8,4,7,5,7,4,8,8,2,3,0.6588
10,9,6,8,2,6,4,5,4,3,4,4,6,8,2,6,3,6,7,6,0.689
6,5,3,4,7,8,4,11,7,6,8,4,6,3,4,6,9,2,6,6,0.6659
4,7,9,9,12,7,5,2,4,9,6,6,3,8,8,5,6,4,8,12,0.7809
4,8,5,6,12,6,7,4,6,4,3,4,9,6,5,9,5,3,4,10,0.6973
7,9,3,13,5,7,12,5,9,10,8,6,0,6,4,6,7,7,7,6,0.7694
9,4,8,4,13,8,5,7,6,5,5,8,3,9,4,7,3,6,4,10,0.7798
3,8,7,1,3,6,7,3,3,7,4,6,5,6,5,7,5,11,5,5,0.5845
3,3,6,4,4,4,6,6,7,6,8,7,7,7,4,5,5,12,7,5,0.6224
3,6,4,4,6,6,3,3,4,6,7,4,5,6,4,6,1,3,5,3,0.5296
3,1,8,4,9,9,8,1,9,5,3,6,5,6,4,7,6,9,4,4,0.6243
8,6,5,8,7,5,6,7,5,9,0,5,9,4,9,7,3,11,4,8,0.7397
5,8,5,8,4,9,7,7,2,4,6,7,6,8,3,8,6,8,6,6,0.7037
